chrom	length	bases	mean	min	max
1	41732233	1889185710	45.27	0	28189
2	47849963	2110445954	44.11	0	11206
3	50382502	2039545978	40.48	0	14986
4	39677845	1666544567	42.00	0	8906
5	46702114	2020591827	43.27	0	24257
6	36371416	1580563045	43.46	0	26068
7	35460007	2075492302	58.53	0	34115
8	40988899	1615764575	39.42	0	26465
9	56381885	2574170464	45.66	0	10560
ML552055	47661	160801	3.37	0	48
ML552056	46909	1808231	38.55	0	300
ML552057	40232	6507658	161.75	0	2562
ML552058	28202	5357678	189.98	0	3638
ML552059	21634	1212773	56.06	0	1576
total	395731502	17587351563	44.44	0	34115
