chrom	length	bases	mean	min	max
1	41732233	2068214347	49.56	0	31068
2	47849963	2033175046	42.49	0	25336
3	50382502	2238336473	44.43	0	23949
4	39677845	1756865816	44.28	0	22092
5	46702114	2141139466	45.85	0	47758
6	36371416	1597432054	43.92	0	23829
7	35460007	2174909927	61.33	0	43300
8	40988899	1496868708	36.52	0	23856
9	56381885	2840635288	50.38	0	23458
ML552055	47661	93545	1.96	0	34
ML552056	46909	1242911	26.50	0	139
ML552057	40232	12115755	301.15	0	8515
ML552058	28202	8759439	310.60	0	6164
ML552059	21634	1709251	79.01	0	1351
total	395731502	18371498026	46.42	0	47758
