chrom	length	bases	mean	min	max
1	41732233	1537104991	36.83	0	34970
2	47849963	1513800686	31.64	0	23148
3	50382502	1523921566	30.25	0	24093
4	39677845	1355300616	34.16	0	24532
5	46702114	1570180349	33.62	0	28040
6	36371416	1298398427	35.70	0	42004
7	35460007	1629553666	45.95	0	29727
8	40988899	1311594554	32.00	0	24549
9	56381885	2393472105	42.45	0	26251
ML552055	47661	107170	2.25	0	35
ML552056	46909	1358342	28.96	0	264
ML552057	40232	4414285	109.72	0	2043
ML552058	28202	5360824	190.09	0	4301
ML552059	21634	1022956	47.28	0	1516
total	395731502	14145590537	35.75	0	42004
