chrom	length	bases	mean	min	max
1	41732233	2162068642	51.81	0	33360
2	47849963	1976073657	41.30	0	7362
3	50382502	2035377898	40.40	0	26112
4	39677845	1624590030	40.94	0	5716
5	46702114	2024066223	43.34	0	29339
6	36371416	1632789418	44.89	0	44059
7	35460007	2208695192	62.29	0	29232
8	40988899	1532774224	37.39	0	8832
9	56381885	2503201028	44.40	0	10489
ML552055	47661	311716	6.54	0	63
ML552056	46909	1397682	29.80	0	183
ML552057	40232	17782287	441.99	0	8088
ML552058	28202	7389202	262.01	0	4526
ML552059	21634	1174164	54.27	0	1461
total	395731502	17727691363	44.80	0	44059
