chrom	length	bases	mean	min	max
1	41732233	1538084797	36.86	0	29943
2	47849963	1493504903	31.21	0	23969
3	50382502	1532786048	30.42	0	24993
4	39677845	1350066308	34.03	0	24350
5	46702114	1560886648	33.42	0	29853
6	36371416	1288043750	35.41	0	37434
7	35460007	1479821638	41.73	0	37280
8	40988899	1257081997	30.67	0	26420
9	56381885	2413711499	42.81	0	26822
ML552055	47661	108300	2.27	0	48
ML552056	46909	1024269	21.84	0	118
ML552057	40232	6151044	152.89	0	3517
ML552058	28202	2831298	100.39	0	2329
ML552059	21634	1065333	49.24	0	1675
total	395731502	13925167832	35.19	0	37434
