chrom	length	bases	mean	min	max
1	41732233	1185864731	28.42	0	22681
2	47849963	1192787193	24.93	0	12618
3	50382502	1221818502	24.25	0	12654
4	39677845	1063629929	26.81	0	12997
5	46702114	1241137231	26.58	0	24698
6	36371416	1020108798	28.05	0	36535
7	35460007	1170215390	33.00	0	29526
8	40988899	985785294	24.05	0	17383
9	56381885	1730587516	30.69	0	13401
ML552055	47661	72751	1.53	0	27
ML552056	46909	1036532	22.10	0	194
ML552057	40232	3474932	86.37	0	1674
ML552058	28202	2179832	77.29	0	1530
ML552059	21634	747006	34.53	0	1214
total	395731502	10819445637	27.34	0	36535
