chrom	length	bases	mean	min	max
1	41732233	1474662745	35.34	0	31504
2	47849963	1449654341	30.30	0	23092
3	50382502	1470978954	29.20	0	23680
4	39677845	1292592306	32.58	0	24022
5	46702114	1507727016	32.28	0	24884
6	36371416	1229209746	33.80	0	40162
7	35460007	1475252396	41.60	0	27103
8	40988899	1238967000	30.23	0	24568
9	56381885	2325045821	41.24	0	25998
ML552055	47661	103055	2.16	0	29
ML552056	46909	1303460	27.79	0	270
ML552057	40232	3832816	95.27	0	1956
ML552058	28202	4138295	146.74	0	3287
ML552059	21634	961820	44.46	0	1430
total	395731502	13474429771	34.05	0	40162
