chrom	length	bases	mean	min	max
1	41732233	1497854845	35.89	0	24501
2	47849963	1469683231	30.71	0	22420
3	50382502	1640758190	32.57	0	22792
4	39677845	1313376481	33.10	0	24946
5	46702114	1555000247	33.30	0	25252
6	36371416	1234960978	33.95	0	27368
7	35460007	1564244429	44.11	0	26188
8	40988899	1257505753	30.68	0	23565
9	56381885	2365455247	41.95	0	25465
ML552055	47661	1154821	24.23	0	120
ML552056	46909	951077	20.27	0	137
ML552057	40232	4789439	119.05	0	1609
ML552058	28202	4628407	164.12	0	3743
ML552059	21634	1006294	46.51	0	847
total	395731502	13911369439	35.15	0	27368
