chrom	length	bases	mean	min	max
1	41732233	2032563698	48.70	0	25157
2	47849963	2271770655	47.48	0	37565
3	50382502	2172337727	43.12	0	14663
4	39677845	1816617111	45.78	0	13103
5	46702114	2159237539	46.23	0	28172
6	36371416	1613751858	44.37	0	20036
7	35460007	2015619834	56.84	0	41843
8	40988899	1724755488	42.08	0	13249
9	56381885	2845766374	50.47	0	12992
ML552055	47661	159547	3.35	0	60
ML552056	46909	1914893	40.82	0	340
ML552057	40232	7675815	190.79	0	2968
ML552058	28202	3201257	113.51	0	1865
ML552059	21634	1184974	54.77	0	1510
total	395731502	18666556770	47.17	0	41843
