chrom	length	bases	mean	min	max
1	41732233	1837574973	44.03	0	13828
2	47849963	1792857764	37.47	0	27846
3	50382502	1707924212	33.90	0	14643
4	39677845	1435842335	36.19	0	5240
5	46702114	1689562949	36.18	0	18665
6	36371416	1282645830	35.27	0	11629
7	35460007	1736855813	48.98	0	39170
8	40988899	1283904955	31.32	0	11310
9	56381885	2098648774	37.22	0	12012
ML552055	47661	293109	6.15	0	68
ML552056	46909	1457087	31.06	0	254
ML552057	40232	4834041	120.15	0	1723
ML552058	28202	4165226	147.69	0	2837
ML552059	21634	928504	42.92	0	745
total	395731502	14877495572	37.59	0	39170
