chrom	length	bases	mean	min	max
1	41732233	1137457121	27.26	0	23961
2	47849963	1151722337	24.07	0	9712
3	50382502	1176684170	23.36	0	10091
4	39677845	1020117665	25.71	0	10050
5	46702114	1196958465	25.63	0	24061
6	36371416	972236674	26.73	0	36808
7	35460007	1109343343	31.28	0	22235
8	40988899	954843522	23.30	0	12841
9	56381885	1616833871	28.68	0	10878
ML552055	47661	172925	3.63	0	26
ML552056	46909	749090	15.97	0	100
ML552057	40232	7844724	194.99	0	9006
ML552058	28202	1969309	69.83	0	1417
ML552059	21634	746419	34.50	0	1186
total	395731502	10347679635	26.15	0	36808
