chrom	length	bases	mean	min	max
1	41732233	1412997365	33.86	0	26995
2	47849963	1309780293	27.37	0	19793
3	50382502	1254620699	24.90	0	10676
4	39677845	1002052347	25.25	0	3220
5	46702114	1262008200	27.02	0	22895
6	36371416	1004287614	27.61	0	8043
7	35460007	1159966408	32.71	0	17550
8	40988899	978358649	23.87	0	9473
9	56381885	1544028837	27.39	0	5759
ML552055	47661	188461	3.95	0	43
ML552056	46909	1190168	25.37	0	190
ML552057	40232	4377753	108.81	0	1619
ML552058	28202	2041430	72.39	0	1386
ML552059	21634	781306	36.11	0	942
total	395731502	10936679530	27.64	0	26995
