chrom	length	bases	mean	min	max
1	41732233	1632215100	39.11	0	18032
2	47849963	1529511014	31.96	0	11830
3	50382502	1660125636	32.95	0	17697
4	39677845	1272443338	32.07	0	9254
5	46702114	1501354911	32.15	0	22574
6	36371416	1290207100	35.47	0	6559
7	35460007	1478746275	41.70	0	34857
8	40988899	1127895022	27.52	0	6568
9	56381885	1834265863	32.53	0	8329
ML552055	47661	67581	1.42	0	31
ML552056	46909	994921	21.21	0	95
ML552057	40232	17895596	444.81	0	17515
ML552058	28202	2934762	104.06	0	1839
ML552059	21634	943284	43.60	0	769
total	395731502	13349600403	33.73	0	34857
