chrom	length	bases	mean	min	max
1	41732233	1142795383	27.38	0	32499
2	47849963	1130715759	23.63	0	18442
3	50382502	1137733976	22.58	0	19491
4	39677845	999672346	25.19	0	19737
5	46702114	1150691647	24.64	0	20520
6	36371416	885471414	24.35	0	22902
7	35460007	1041182002	29.36	0	20165
8	40988899	911457716	22.24	0	19934
9	56381885	1806225590	32.04	0	21183
ML552055	47661	159141	3.34	0	27
ML552056	46909	1066136	22.73	0	222
ML552057	40232	7671101	190.67	0	7835
ML552058	28202	2150093	76.24	0	1574
ML552059	21634	931114	43.04	0	1437
total	395731502	10217923418	25.82	0	32499
