chrom	length	bases	mean	min	max
1	41732233	1482972377	35.54	0	22507
2	47849963	1480892726	30.95	0	16898
3	50382502	1574445994	31.25	0	11567
4	39677845	1282067495	32.31	0	3118
5	46702114	1523872736	32.63	0	11779
6	36371416	1248611256	34.33	0	6988
7	35460007	1425627086	40.20	0	24623
8	40988899	1072841843	26.17	0	6956
9	56381885	1752559881	31.08	0	10222
ML552055	47661	68226	1.43	0	24
ML552056	46909	1262126	26.91	0	191
ML552057	40232	21438455	532.87	0	13002
ML552058	28202	5340832	189.38	0	2792
ML552059	21634	3701912	171.12	0	1553
total	395731502	12875702945	32.54	0	24623
