chrom	length	bases	mean	min	max
1	41732233	2109519401	50.55	0	32299
2	47849963	1962014285	41.00	0	12533
3	50382502	1954708319	38.80	0	19955
4	39677845	1565639752	39.46	0	3580
5	46702114	1954576536	41.85	0	31359
6	36371416	1574861475	43.30	0	43231
7	35460007	2003478411	56.50	0	34336
8	40988899	1518425126	37.04	0	14811
9	56381885	2398921647	42.55	0	10120
ML552055	47661	243003	5.10	0	52
ML552056	46909	1352029	28.82	0	137
ML552057	40232	18855234	468.66	0	19922
ML552058	28202	5171410	183.37	0	3287
ML552059	21634	1279417	59.14	0	1472
total	395731502	17069046045	43.13	0	43231
