chrom	length	bases	mean	min	max
1	41732233	2862984536	68.60	0	37595
2	47849963	2943154614	61.51	0	29584
3	50382502	3133668316	62.20	0	26967
4	39677845	2513258731	63.34	0	28666
5	46702114	2917502848	62.47	0	37755
6	36371416	2340179694	64.34	0	31224
7	35460007	2769947343	78.11	0	35159
8	40988899	2079096607	50.72	0	28122
9	56381885	4180327857	74.14	0	30104
ML552055	47661	1570474	32.95	0	104
ML552056	46909	1995074	42.53	0	250
ML552057	40232	24292173	603.80	0	16194
ML552058	28202	7942948	281.64	0	6245
ML552059	21634	2022582	93.49	0	1905
total	395731502	25777943797	65.14	0	37755
