chrom	length	bases	mean	min	max
1	41732233	1304541366	31.26	0	21229
2	47849963	1331971421	27.84	0	17688
3	50382502	1404919313	27.89	0	13784
4	39677845	1136000090	28.63	0	10722
5	46702114	1362693414	29.18	0	40812
6	36371416	1018501099	28.00	0	12724
7	35460007	1332991070	37.59	0	22204
8	40988899	989455165	24.14	0	10880
9	56381885	1846282768	32.75	0	11855
ML552055	47661	55821	1.17	0	15
ML552056	46909	903535	19.26	0	106
ML552057	40232	12415903	308.61	0	9333
ML552058	28202	5101446	180.89	0	3708
ML552059	21634	925571	42.78	0	913
total	395731502	11746757982	29.68	0	40812
