chrom	length	bases	mean	min	max
1	41732233	1026867604	24.61	0	27173
2	47849963	1038017887	21.69	0	11929
3	50382502	1056275209	20.97	0	11720
4	39677845	909893972	22.93	0	11882
5	46702114	1066476417	22.84	0	22002
6	36371416	880399393	24.21	0	31630
7	35460007	1002514422	28.27	0	21250
8	40988899	884511321	21.58	0	12165
9	56381885	1524256833	27.03	0	13326
ML552055	47661	145492	3.05	0	25
ML552056	46909	651060	13.88	0	83
ML552057	40232	4813001	119.63	0	3029
ML552058	28202	2275079	80.67	0	1726
ML552059	21634	832761	38.49	0	1231
total	395731502	9397930451	23.75	0	31630
