chrom	length	bases	mean	min	max
1	41732233	1442757799	34.57	0	29726
2	47849963	1443365444	30.16	0	23828
3	50382502	1428128545	28.35	0	24481
4	39677845	1271008736	32.03	0	25233
5	46702114	1451274185	31.08	0	25285
6	36371416	1219780988	33.54	0	40310
7	35460007	1626491891	45.87	0	43165
8	40988899	1169162705	28.52	0	25015
9	56381885	2267760138	40.22	0	26739
ML552055	47661	96135	2.02	0	35
ML552056	46909	860619	18.35	0	69
ML552057	40232	4760395	118.32	0	1935
ML552058	28202	6135511	217.56	0	4958
ML552059	21634	975481	45.09	0	1438
total	395731502	13332558572	33.69	0	43165
