chrom	length	bases	mean	min	max
1	41732233	2908136883	69.69	0	38296
2	47849963	2924894325	61.13	0	35299
3	50382502	2784143161	55.26	0	16044
4	39677845	2224388952	56.06	0	5713
5	46702114	2935175953	62.85	0	47181
6	36371416	2210987682	60.79	0	47449
7	35460007	2860165300	80.66	0	28848
8	40988899	2126544580	51.88	0	15753
9	56381885	3391591250	60.15	0	12252
ML552055	47661	955155	20.04	0	161
ML552056	46909	1353559	28.85	0	260
ML552057	40232	9958460	247.53	0	3993
ML552058	28202	9421120	334.06	0	4663
ML552059	21634	1890706	87.40	0	2394
total	395731502	24389607086	61.63	0	47449
