chrom	length	bases	mean	min	max
1	41732233	2468325854	59.15	0	42935
2	47849963	2484484109	51.92	0	25947
3	50382502	2523143166	50.08	0	27223
4	39677845	2171300925	54.72	0	25334
5	46702114	2544245764	54.48	0	52281
6	36371416	1983611849	54.54	0	28628
7	35460007	2415638815	68.12	0	35774
8	40988899	2036646720	49.69	0	27183
9	56381885	3534765811	62.69	0	28731
ML552055	47661	632800	13.28	0	104
ML552056	46909	1045609	22.29	0	125
ML552057	40232	9651033	239.88	0	4168
ML552058	28202	6611698	234.44	0	4846
ML552059	21634	2075546	95.94	0	2893
total	395731502	22182179699	56.05	0	52281
