chrom	length	bases	mean	min	max
1	41732233	1348691165	32.32	0	27300
2	47849963	1472160264	30.77	0	28023
3	50382502	1404961731	27.89	0	12720
4	39677845	1175688930	29.63	0	13421
5	46702114	1396729785	29.91	0	20187
6	36371416	1075603068	29.57	0	15577
7	35460007	1410263031	39.77	0	28244
8	40988899	1113263087	27.16	0	13152
9	56381885	1943668771	34.47	0	14142
ML552055	47661	111093	2.33	0	30
ML552056	46909	1276140	27.20	0	253
ML552057	40232	3867336	96.13	0	1887
ML552058	28202	4700757	166.68	0	3708
ML552059	21634	952933	44.05	0	1416
total	395731502	12351938091	31.21	0	28244
