chrom	length	bases	mean	min	max
1	41732233	1459051006	34.96	0	10987
2	47849963	1641009514	34.29	0	6799
3	50382502	1544883485	30.66	0	5707
4	39677845	1253174761	31.58	0	7153
5	46702114	1630152065	34.91	0	6489
6	36371416	1060302030	29.15	0	7334
7	35460007	1317728678	37.16	0	10740
8	40988899	1135586183	27.70	0	8272
9	56381885	2074787764	36.80	0	7570
ML552055	47661	147611	3.10	0	48
ML552056	46909	1480259	31.56	0	312
ML552057	40232	1168263	29.04	0	463
ML552058	28202	1441838	51.13	0	1181
ML552059	21634	239340	11.06	0	337
total	395731502	13121152797	33.16	0	10987
