chrom	length	bases	mean	min	max
1	41732233	1702314870	40.79	0	19974
2	47849963	1864380748	38.96	0	33972
3	50382502	1717863018	34.10	0	17684
4	39677845	1455792014	36.69	0	14470
5	46702114	1785398469	38.23	0	41895
6	36371416	1492416522	41.03	0	15978
7	35460007	1749850147	49.35	0	30624
8	40988899	1354540529	33.05	0	13036
9	56381885	2388746339	42.37	0	14312
ML552055	47661	66990	1.41	0	25
ML552056	46909	1171493	24.97	0	161
ML552057	40232	8989734	223.45	0	8830
ML552058	28202	6030481	213.83	0	4974
ML552059	21634	1140169	52.70	0	1047
total	395731502	15528701523	39.24	0	41895
