chrom	length	bases	mean	min	max
1	41732233	1278505563	30.64	0	15654
2	47849963	1374940151	28.73	0	23418
3	50382502	1265654769	25.12	0	16648
4	39677845	1094379625	27.58	0	12356
5	46702114	1323088681	28.33	0	14377
6	36371416	1080310839	29.70	0	14481
7	35460007	1311493313	36.99	0	29464
8	40988899	945947008	23.08	0	13648
9	56381885	1861256518	33.01	0	14258
ML552055	47661	42253	0.89	0	20
ML552056	46909	883647	18.84	0	116
ML552057	40232	11623675	288.92	0	13901
ML552058	28202	4385461	155.50	0	3358
ML552059	21634	820306	37.92	0	853
total	395731502	11553331809	29.19	0	29464
