chrom	length	bases	mean	min	max
1	41732233	1933808315	46.34	0	28533
2	47849963	1954296788	40.84	0	24449
3	50382502	2025237835	40.20	0	22065
4	39677845	1749552614	44.09	0	23631
5	46702114	2000174008	42.83	0	24691
6	36371416	1570983576	43.19	0	24990
7	35460007	1958970155	55.24	0	23086
8	40988899	1420551414	34.66	0	20892
9	56381885	2816666489	49.96	0	22896
ML552055	47661	201039	4.22	0	44
ML552056	46909	893983	19.06	0	171
ML552057	40232	17647197	438.64	0	10202
ML552058	28202	5903291	209.32	0	4740
ML552059	21634	5802983	268.23	0	2613
total	395731502	17460689687	44.12	0	28533
