chrom	length	bases	mean	min	max
1	41732233	1176271657	28.19	0	31224
2	47849963	1149046287	24.01	0	18165
3	50382502	1159407176	23.01	0	19017
4	39677845	1023090582	25.78	0	18310
5	46702114	1190367202	25.49	0	28974
6	36371416	896891676	24.66	0	21242
7	35460007	1196516900	33.74	0	19657
8	40988899	936428071	22.85	0	19576
9	56381885	1821547719	32.31	0	20645
ML552055	47661	341242	7.16	0	54
ML552056	46909	761304	16.23	0	93
ML552057	40232	4341216	107.90	0	6923
ML552058	28202	4146366	147.02	0	3095
ML552059	21634	12024	0.56	0	47
total	395731502	10559169422	26.68	0	31224
