chrom	length	bases	mean	min	max
1	41732233	2235576585	53.57	0	37047
2	47849963	2262231844	47.28	0	26376
3	50382502	2386555766	47.37	0	28957
4	39677845	2038639677	51.38	0	24792
5	46702114	2285180021	48.93	0	26531
6	36371416	1904281515	52.36	0	30633
7	35460007	2284534203	64.43	0	42439
8	40988899	1647493411	40.19	0	28565
9	56381885	3307560936	58.66	0	29984
ML552055	47661	257184	5.40	0	65
ML552056	46909	1321742	28.18	0	95
ML552057	40232	31416282	780.88	0	30360
ML552058	28202	10292516	364.96	0	7276
ML552059	21634	1918397	88.68	0	1693
total	395731502	20397260079	51.54	0	42439
