chrom	length	bases	mean	min	max
1	41732233	1782016898	42.70	0	33803
2	47849963	1776343300	37.12	0	22291
3	50382502	1814706713	36.02	0	23066
4	39677845	1571816750	39.61	0	22856
5	46702114	1832329770	39.23	0	30870
6	36371416	1522776034	41.87	0	47728
7	35460007	1751223425	49.39	0	44203
8	40988899	1476914240	36.03	0	25518
9	56381885	2693339628	47.77	0	25021
ML552055	47661	120295	2.52	0	37
ML552056	46909	1584211	33.77	0	313
ML552057	40232	5685279	141.31	0	2441
ML552058	28202	4113089	145.84	0	3056
ML552059	21634	1220911	56.43	0	1847
total	395731502	16234190543	41.02	0	47728
