chrom	length	bases	mean	min	max
1	41732233	1832533708	43.91	0	29876
2	47849963	1866183528	39.00	0	20311
3	50382502	1998599994	39.67	0	21726
4	39677845	1664342496	41.95	0	21048
5	46702114	1939169423	41.52	0	41001
6	36371416	1497542367	41.17	0	23757
7	35460007	1748604278	49.31	0	21370
8	40988899	1481973434	36.16	0	22173
9	56381885	2730354446	48.43	0	23604
ML552055	47661	553380	11.61	0	83
ML552056	46909	1298941	27.69	0	162
ML552057	40232	13616623	338.45	0	5242
ML552058	28202	4702456	166.74	0	3409
ML552059	21634	3470575	160.42	0	3838
total	395731502	16782945649	42.41	0	41001
