chrom	length	bases	mean	min	max
1	41732233	1658592773	39.74	0	32503
2	47849963	1658158012	34.65	0	18266
3	50382502	1723416999	34.21	0	18568
4	39677845	1446095335	36.45	0	18320
5	46702114	1733745506	37.12	0	27382
6	36371416	1402237433	38.55	0	38702
7	35460007	1662218159	46.88	0	27887
8	40988899	1415560686	34.54	0	19353
9	56381885	2445334456	43.37	0	20247
ML552055	47661	250033	5.25	0	44
ML552056	46909	1092488	23.29	0	143
ML552057	40232	11726270	291.47	0	13854
ML552058	28202	3827059	135.70	0	3019
ML552059	21634	1176099	54.36	0	1767
total	395731502	15163431308	38.32	0	38702
