chrom	length	bases	mean	min	max
1	41732233	1215932214	29.14	0	29971
2	47849963	1195940065	24.99	0	18263
3	50382502	1172252385	23.27	0	18381
4	39677845	1043581420	26.30	0	21915
5	46702114	1210169531	25.91	0	22101
6	36371416	1030248552	28.33	0	36903
7	35460007	1135431279	32.02	0	32510
8	40988899	996082325	24.30	0	19871
9	56381885	1853730393	32.88	0	21184
ML552055	47661	87754	1.84	0	28
ML552056	46909	873977	18.63	0	141
ML552057	40232	3862470	96.00	0	1605
ML552058	28202	2110831	74.85	0	1708
ML552059	21634	793183	36.66	0	1105
total	395731502	10861096379	27.45	0	36903
