chrom	length	bases	mean	min	max
1	41732233	1713350556	41.06	0	17402
2	47849963	1596829290	33.37	0	6147
3	50382502	1725427417	34.25	0	14806
4	39677845	1306534787	32.93	0	3992
5	46702114	1619765912	34.68	0	26272
6	36371416	1352161784	37.18	0	9732
7	35460007	1556371668	43.89	0	29501
8	40988899	1249690732	30.49	0	10543
9	56381885	1964946097	34.85	0	12082
ML552055	47661	88259	1.85	0	33
ML552056	46909	957673	20.42	0	88
ML552057	40232	10505214	261.12	0	7572
ML552058	28202	3312698	117.46	0	2262
ML552059	21634	996123	46.04	0	809
total	395731502	14100938210	35.63	0	29501
