chrom	length	bases	mean	min	max
1	41732233	1059010743	25.38	0	12675
2	47849963	1083999213	22.65	0	13994
3	50382502	1084699239	21.53	0	13982
4	39677845	944673621	23.81	0	18552
5	46702114	1080174270	23.13	0	18129
6	36371416	943868664	25.95	0	20358
7	35460007	1085708985	30.62	0	30286
8	40988899	812283200	19.82	0	15148
9	56381885	1622255083	28.77	0	16547
ML552055	47661	163644	3.43	0	40
ML552056	46909	1001330	21.35	0	198
ML552057	40232	7157576	177.91	0	10903
ML552058	28202	2833778	100.48	0	2207
ML552059	21634	657425	30.39	0	611
total	395731502	9728486771	24.58	0	30286
