chrom	length	bases	mean	min	max
1	41732233	1799935502	43.13	0	30443
2	47849963	2083173609	43.54	0	36115
3	50382502	1977214965	39.24	0	14499
4	39677845	1603464039	40.41	0	5890
5	46702114	1945634319	41.66	0	26025
6	36371416	1440570100	39.61	0	19275
7	35460007	1801300450	50.80	0	32630
8	40988899	1565149072	38.18	0	12232
9	56381885	2463839114	43.70	0	6750
ML552055	47661	139049	2.92	0	43
ML552056	46909	1853934	39.52	0	362
ML552057	40232	4832118	120.11	0	2415
ML552058	28202	3945891	139.92	0	2845
ML552059	21634	1167301	53.96	0	1777
total	395731502	16692219463	42.18	0	36115
