chrom	length	bases	mean	min	max
1	41732233	1413680392	33.88	0	23621
2	47849963	1449775598	30.30	0	15353
3	50382502	1403468378	27.86	0	17383
4	39677845	1224596367	30.86	0	14937
5	46702114	1454127774	31.14	0	17069
6	36371416	1206970670	33.18	0	18295
7	35460007	1306760624	36.85	0	33842
8	40988899	1030180693	25.13	0	16489
9	56381885	2076361187	36.83	0	17562
ML552055	47661	146804	3.08	0	32
ML552056	46909	755445	16.10	0	74
ML552057	40232	16593694	412.45	0	18034
ML552058	28202	2463344	87.35	0	1981
ML552059	21634	956781	44.23	0	922
total	395731502	12586837751	31.81	0	33842
