chrom	length	bases	mean	min	max
1	41732233	1264156338	30.29	0	33507
2	47849963	1256835300	26.27	0	21789
3	50382502	1156935007	22.96	0	17090
4	39677845	1008796850	25.42	0	18977
5	46702114	1231060789	26.36	0	20523
6	36371416	974222324	26.79	0	20913
7	35460007	1190434912	33.57	0	17566
8	40988899	931830196	22.73	0	17383
9	56381885	1838370186	32.61	0	18449
ML552055	47661	63537	1.33	0	21
ML552056	46909	776742	16.56	0	104
ML552057	40232	4985604	123.92	0	3636
ML552058	28202	3776961	133.93	0	3093
ML552059	21634	826108	38.19	0	1175
total	395731502	10863070854	27.45	0	33507
