chrom	length	bases	mean	min	max
1	41732233	1076546496	25.80	0	25239
2	47849963	1115747971	23.32	0	5916
3	50382502	1107122375	21.97	0	12162
4	39677845	892473524	22.49	0	1610
5	46702114	1108479958	23.74	0	18052
6	36371416	965537966	26.55	0	7828
7	35460007	1098608125	30.98	0	29780
8	40988899	845662939	20.63	0	8777
9	56381885	1317610241	23.37	0	9035
ML552055	47661	100915	2.12	0	40
ML552056	46909	1003310	21.39	0	144
ML552057	40232	6817108	169.44	0	12661
ML552058	28202	2495744	88.50	0	1539
ML552059	21634	85731	3.96	0	184
total	395731502	9538292403	24.10	0	29780
