chrom	length	bases	mean	min	max
1	41732233	1352238509	32.40	0	31225
2	47849963	1270927944	26.56	0	30641
3	50382502	1288977838	25.58	0	32429
4	39677845	1245986481	31.40	0	32092
5	46702114	1346213266	28.83	0	31852
6	36371416	1135479618	31.22	0	41115
7	35460007	1302392361	36.73	0	33588
8	40988899	1122956080	27.40	0	33353
9	56381885	2334234525	41.40	0	34672
ML552055	47661	86680	1.82	0	24
ML552056	46909	1161379	24.76	0	257
ML552057	40232	3674937	91.34	0	1831
ML552058	28202	3073176	108.97	0	2388
ML552059	21634	931486	43.06	0	1431
total	395731502	12408334280	31.36	0	41115
