chrom	length	bases	mean	min	max
1	41732233	2148960956	51.49	0	29774
2	47849963	2241168482	46.84	0	29794
3	50382502	2196412482	43.59	0	18196
4	39677845	1830641005	46.14	0	8815
5	46702114	2208708096	47.29	0	23869
6	36371416	1893710114	52.07	0	15124
7	35460007	2103325641	59.32	0	35581
8	40988899	1667584095	40.68	0	11067
9	56381885	2814787975	49.92	0	9175
ML552055	47661	116814	2.45	0	38
ML552056	46909	1547102	32.98	0	168
ML552057	40232	13340393	331.59	0	9629
ML552058	28202	5018650	177.95	0	3319
ML552059	21634	1377286	63.66	0	1072
total	395731502	19126699091	48.33	0	35581
