chrom	length	bases	mean	min	max
1	41732233	1847558172	44.27	0	25328
2	47849963	1903831245	39.79	0	19945
3	50382502	1862928806	36.98	0	20684
4	39677845	1711186969	43.13	0	21213
5	46702114	1940245428	41.55	0	34064
6	36371416	1468087908	40.36	0	24321
7	35460007	1823333543	51.42	0	30861
8	40988899	1519415328	37.07	0	21126
9	56381885	2734643202	48.50	0	23042
ML552055	47661	555758	11.66	0	75
ML552056	46909	1275727	27.20	0	157
ML552057	40232	5089243	126.50	0	5098
ML552058	28202	4271943	151.48	0	3419
ML552059	21634	220566	10.20	0	219
total	395731502	16822643838	42.51	0	34064
