chrom	length	bases	mean	min	max
1	41732233	1490540765	35.72	0	23126
2	47849963	1689206074	35.30	0	23739
3	50382502	1599678240	31.75	0	9531
4	39677845	1304424863	32.88	0	8642
5	46702114	1598580821	34.23	0	19537
6	36371416	1158618566	31.86	0	12432
7	35460007	1456379882	41.07	0	24323
8	40988899	1252299341	30.55	0	8437
9	56381885	2102663588	37.29	0	9235
ML552055	47661	102242	2.15	0	30
ML552056	46909	1514678	32.29	0	326
ML552057	40232	3244711	80.65	0	1540
ML552058	28202	2943929	104.39	0	2300
ML552059	21634	746392	34.50	0	1141
total	395731502	13660944092	34.52	0	24323
