chrom	length	bases	mean	min	max
1	41732233	1824300103	43.71	0	28889
2	47849963	1770920537	37.01	0	20777
3	50382502	1689468399	33.53	0	11634
4	39677845	1376300664	34.69	0	4324
5	46702114	1716799801	36.76	0	20009
6	36371416	1273185788	35.01	0	14912
7	35460007	1795103079	50.62	0	23429
8	40988899	1371294518	33.46	0	10709
9	56381885	2152996536	38.19	0	12606
ML552055	47661	206861	4.34	0	38
ML552056	46909	1076699	22.95	0	143
ML552057	40232	15896337	395.12	0	18067
ML552058	28202	5417788	192.11	0	3735
ML552059	21634	952423	44.02	0	1278
total	395731502	14993919533	37.89	0	28889
