chrom	length	bases	mean	min	max
1	41732233	1363657869	32.68	0	16874
2	47849963	1351537610	28.25	0	14406
3	50382502	1438622588	28.55	0	14924
4	39677845	1242882546	31.32	0	14947
5	46702114	1433978835	30.70	0	17281
6	36371416	1151423138	31.66	0	16679
7	35460007	1303214152	36.75	0	17634
8	40988899	1054633577	25.73	0	15361
9	56381885	1929225225	34.22	0	16193
ML552055	47661	79283	1.66	0	28
ML552056	46909	631289	13.46	0	108
ML552057	40232	10359078	257.48	0	3431
ML552058	28202	2518074	89.29	0	2060
ML552059	21634	3797809	175.55	0	1665
total	395731502	12286561073	31.05	0	17634
