chrom	length	bases	mean	min	max
1	41732233	1365917907	32.73	0	27591
2	47849963	1395271748	29.16	0	14575
3	50382502	1427200965	28.33	0	14949
4	39677845	1201230793	30.27	0	16865
5	46702114	1390103882	29.77	0	20240
6	36371416	1274961740	35.05	0	18958
7	35460007	1403428763	39.58	0	30140
8	40988899	1170366973	28.55	0	15202
9	56381885	2004253630	35.55	0	17332
ML552055	47661	99397	2.09	0	34
ML552056	46909	484305	10.32	0	87
ML552057	40232	3779092	93.93	0	1887
ML552058	28202	5517986	195.66	0	3797
ML552059	21634	1059186	48.96	0	1495
total	395731502	12643676367	31.95	0	30140
