chrom	length	bases	mean	min	max
1	41732233	1416717144	33.95	0	23506
2	47849963	1376820286	28.77	0	13602
3	50382502	1521497473	30.20	0	15767
4	39677845	1201663192	30.29	0	3831
5	46702114	1451195380	31.07	0	26406
6	36371416	1193895620	32.83	0	9103
7	35460007	1365469784	38.51	0	22784
8	40988899	1006353919	24.55	0	8209
9	56381885	1732743966	30.73	0	9663
ML552055	47661	73644	1.55	0	33
ML552056	46909	1002608	21.37	0	104
ML552057	40232	11663281	289.90	0	5264
ML552058	28202	4339694	153.88	0	1824
ML552059	21634	4282866	197.97	0	1995
total	395731502	12287718857	31.05	0	26406
