chrom	length	bases	mean	min	max
1	41732233	1458486625	34.95	0	31561
2	47849963	1533548068	32.05	0	27759
3	50382502	1444598139	28.67	0	28175
4	39677845	1306687143	32.93	0	28902
5	46702114	1474176187	31.57	0	27905
6	36371416	1271930874	34.97	0	46598
7	35460007	1425641325	40.20	0	32319
8	40988899	1190075433	29.03	0	28863
9	56381885	2402157918	42.61	0	31728
ML552055	47661	114043	2.39	0	40
ML552056	46909	928421	19.79	0	120
ML552057	40232	15997746	397.64	0	22749
ML552058	28202	2988055	105.95	0	2247
ML552059	21634	1131688	52.31	0	1635
total	395731502	13528461665	34.19	0	46598
