chrom	length	bases	mean	min	max
1	41732233	1020180596	24.45	0	22804
2	47849963	969867834	20.27	0	22000
3	50382502	976840306	19.39	0	23107
4	39677845	902705124	22.75	0	22899
5	46702114	1023391659	21.91	0	21606
6	36371416	862730560	23.72	0	36356
7	35460007	951184840	26.82	0	23024
8	40988899	839079908	20.47	0	23375
9	56381885	1719597859	30.50	0	24983
ML552055	47661	65843	1.38	0	20
ML552056	46909	674888	14.39	0	102
ML552057	40232	9645027	239.74	0	14185
ML552058	28202	1619079	57.41	0	1247
ML552059	21634	699697	32.34	0	1052
total	395731502	9278283220	23.45	0	36356
