chrom	length	bases	mean	min	max
1	41732233	1574295664	37.72	0	15543
2	47849963	1741060599	36.39	0	9094
3	50382502	1669254639	33.13	0	9167
4	39677845	1325871201	33.42	0	8290
5	46702114	1741675328	37.29	0	8188
6	36371416	1154936261	31.75	0	9452
7	35460007	1398749881	39.45	0	9623
8	40988899	1296766766	31.64	0	9310
9	56381885	2264482454	40.16	0	10194
ML552055	47661	162260	3.40	0	41
ML552056	46909	1662663	35.44	0	428
ML552057	40232	2660887	66.14	0	2071
ML552058	28202	1388188	49.22	0	954
ML552059	21634	251757	11.64	0	363
total	395731502	14173218548	35.82	0	15543
