chrom	length	bases	mean	min	max
1	41732233	2020533550	48.42	0	33652
2	47849963	2101437199	43.92	0	12744
3	50382502	2145398944	42.58	0	15536
4	39677845	1790332018	45.12	0	15565
5	46702114	2141913614	45.86	0	30344
6	36371416	1730112830	47.57	0	39519
7	35460007	2207121220	62.24	0	24807
8	40988899	1767468739	43.12	0	15760
9	56381885	2850886601	50.56	0	15740
ML552055	47661	146376	3.07	0	42
ML552056	46909	1959116	41.76	0	316
ML552057	40232	15096583	375.24	0	8716
ML552058	28202	6660545	236.17	0	4411
ML552059	21634	1372401	63.44	0	1723
total	395731502	18780439736	47.46	0	39519
