chrom	length	bases	mean	min	max
1	41732233	1268379337	30.39	0	23083
2	47849963	1245589790	26.03	0	20714
3	50382502	1254353532	24.90	0	21180
4	39677845	1150729888	29.00	0	22169
5	46702114	1308136206	28.01	0	22120
6	36371416	1101356736	30.28	0	23755
7	35460007	1190812919	33.58	0	22674
8	40988899	1032331274	25.19	0	21870
9	56381885	2011027590	35.67	0	22727
ML552055	47661	212018	4.45	0	43
ML552056	46909	815736	17.39	0	129
ML552057	40232	8080009	200.84	0	9166
ML552058	28202	1766208	62.63	0	1215
ML552059	21634	744850	34.43	0	1186
total	395731502	11574336093	29.25	0	23755
