chrom	length	bases	mean	min	max
1	41732233	1083284511	25.96	0	24005
2	47849963	1084669266	22.67	0	23360
3	50382502	1106471910	21.96	0	25347
4	39677845	974542085	24.56	0	25008
5	46702114	1081615538	23.16	0	24010
6	36371416	879455328	24.18	0	28568
7	35460007	1021764237	28.81	0	24160
8	40988899	942012696	22.98	0	25639
9	56381885	1850594666	32.82	0	27186
ML552055	47661	816478	17.13	0	49
ML552056	46909	645752	13.77	0	49
ML552057	40232	4708675	117.04	0	1509
ML552058	28202	2043025	72.44	0	1570
ML552059	21634	2361885	109.17	0	1013
total	395731502	10034986052	25.36	0	28568
