chrom	length	bases	mean	min	max
1	41732233	1646708779	39.46	0	33029
2	47849963	1586843524	33.16	0	12645
3	50382502	1573826420	31.24	0	10390
4	39677845	1286431722	32.42	0	3646
5	46702114	1614239061	34.56	0	31488
6	36371416	1180277386	32.45	0	9345
7	35460007	1567820573	44.21	0	13957
8	40988899	1249826466	30.49	0	8390
9	56381885	1926330376	34.17	0	11698
ML552055	47661	120231	2.52	0	69
ML552056	46909	930891	19.84	0	95
ML552057	40232	15042626	373.90	0	12828
ML552058	28202	3543398	125.64	0	2465
ML552059	21634	1120568	51.80	0	1378
total	395731502	13653062021	34.50	0	33029
