chrom	length	bases	mean	min	max
1	41732233	1371328916	32.86	0	29322
2	47849963	1396902600	29.19	0	13780
3	50382502	1446329728	28.71	0	14142
4	39677845	1223873939	30.85	0	14489
5	46702114	1442210158	30.88	0	24061
6	36371416	1181895246	32.50	0	36593
7	35460007	1433162702	40.42	0	41512
8	40988899	1141582860	27.85	0	14863
9	56381885	2021895841	35.86	0	15640
ML552055	47661	253538	5.32	0	54
ML552056	46909	1283083	27.35	0	238
ML552057	40232	4305048	107.01	0	1947
ML552058	28202	4055431	143.80	0	3302
ML552059	21634	936992	43.31	0	1455
total	395731502	12670016082	32.02	0	41512
