chrom	length	bases	mean	min	max
1	41732233	1220793775	29.25	0	25894
2	47849963	1175639725	24.57	0	25868
3	50382502	1172644371	23.27	0	26976
4	39677845	1081146293	27.25	0	26763
5	46702114	1220853324	26.14	0	25456
6	36371416	1001804485	27.54	0	30064
7	35460007	1175734762	33.16	0	27691
8	40988899	964816591	23.54	0	27589
9	56381885	2054224101	36.43	0	28910
ML552055	47661	216018	4.53	0	43
ML552056	46909	1085469	23.14	0	245
ML552057	40232	2872739	71.40	0	1381
ML552058	28202	2860052	101.41	0	2130
ML552059	21634	633341	29.28	0	1031
total	395731502	11075325046	27.99	0	30064
