chrom	length	bases	mean	min	max
1	41732233	918436398	22.01	0	38908
2	47849963	935473666	19.55	0	17070
3	50382502	906442614	17.99	0	17190
4	39677845	800890650	20.18	0	16111
5	46702114	916085901	19.62	0	18520
6	36371416	726619361	19.98	0	19724
7	35460007	866136504	24.43	0	17631
8	40988899	747512225	18.24	0	17866
9	56381885	1468118090	26.04	0	19796
ML552055	47661	60092	1.26	0	27
ML552056	46909	757871	16.16	0	137
ML552057	40232	17538630	435.94	0	20370
ML552058	28202	2046752	72.57	0	1503
ML552059	21634	941995	43.54	0	1120
total	395731502	8307060749	20.99	0	38908
