chrom	length	bases	mean	min	max
1	41732233	1656925011	39.70	0	19995
2	47849963	1636658461	34.20	0	27725
3	50382502	1552380424	30.81	0	14976
4	39677845	1298895604	32.74	0	2942
5	46702114	1611295706	34.50	0	18355
6	36371416	1140392614	31.35	0	12679
7	35460007	1630793762	45.99	0	26391
8	40988899	1167143874	28.47	0	6142
9	56381885	1859015688	32.97	0	9040
ML552055	47661	99112	2.08	0	38
ML552056	46909	686059	14.63	0	109
ML552057	40232	7917462	196.80	0	14838
ML552058	28202	4857036	172.22	0	3292
ML552059	21634	147713	6.83	0	194
total	395731502	13567208526	34.28	0	27725
