chrom	length	bases	mean	min	max
1	41732233	1999902297	47.92	0	26559
2	47849963	1767799638	36.94	0	5359
3	50382502	1842560589	36.57	0	17347
4	39677845	1463215233	36.88	0	5426
5	46702114	1819410333	38.96	0	25573
6	36371416	1457501136	40.07	0	32961
7	35460007	1751667058	49.40	0	29806
8	40988899	1468181612	35.82	0	11683
9	56381885	2251013910	39.92	0	10321
ML552055	47661	315215	6.61	0	86
ML552056	46909	1584897	33.79	0	253
ML552057	40232	5491879	136.51	0	2108
ML552058	28202	3127273	110.89	0	2301
ML552059	21634	1042638	48.19	0	1290
total	395731502	15832813708	40.01	0	32961
