chrom	length	bases	mean	min	max
1	41732233	1559039680	37.36	0	39822
2	47849963	1640899857	34.29	0	8801
3	50382502	1645472930	32.66	0	18367
4	39677845	1354003819	34.12	0	9440
5	46702114	1650998323	35.35	0	36391
6	36371416	1257623662	34.58	0	18508
7	35460007	1615527545	45.56	0	19863
8	40988899	1316357002	32.11	0	11693
9	56381885	2145249313	38.05	0	10035
ML552055	47661	241026	5.06	0	50
ML552056	46909	1498104	31.94	0	278
ML552057	40232	10598305	263.43	0	8695
ML552058	28202	4778231	169.43	0	3402
ML552059	21634	1121487	51.84	0	1660
total	395731502	14203409284	35.89	0	39822
