chrom	length	bases	mean	min	max
1	41732233	1928729824	46.22	0	26700
2	47849963	1680367354	35.12	0	5319
3	50382502	1767261133	35.08	0	11897
4	39677845	1380231862	34.79	0	5179
5	46702114	1832024268	39.23	0	32170
6	36371416	1474952344	40.55	0	14913
7	35460007	1800745902	50.78	0	40335
8	40988899	1297267207	31.65	0	24050
9	56381885	2160420222	38.32	0	9727
ML552055	47661	229789	4.82	0	60
ML552056	46909	847776	18.07	0	162
ML552057	40232	6632029	164.84	0	2706
ML552058	28202	4037359	143.16	0	2161
ML552059	21634	1064001	49.18	0	1338
total	395731502	15334811070	38.75	0	40335
