chrom	length	bases	mean	min	max
1	41732233	1501675444	35.98	0	28763
2	47849963	1208093409	25.25	0	3353
3	50382502	1214486177	24.11	0	8400
4	39677845	976162050	24.60	0	3266
5	46702114	1264968112	27.09	0	19025
6	36371416	975403510	26.82	0	32872
7	35460007	1186395210	33.46	0	9651
8	40988899	977768776	23.85	0	13000
9	56381885	1581008075	28.04	0	6439
ML552055	47661	376502	7.90	0	104
ML552056	46909	747911	15.94	0	42
ML552057	40232	5651933	140.48	0	2671
ML552058	28202	3558586	126.18	0	1765
ML552059	21634	664721	30.73	0	853
total	395731502	10896960416	27.54	0	32872
