chrom	length	bases	mean	min	max
1	41732233	1543905235	37.00	0	43764
2	47849963	1740250784	36.37	0	31541
3	50382502	1544875866	30.66	0	26346
4	39677845	1371505564	34.57	0	28116
5	46702114	1590079407	34.05	0	26449
6	36371416	1430614173	39.33	0	30694
7	35460007	1661720004	46.86	0	27255
8	40988899	1335999544	32.59	0	27297
9	56381885	2646684287	46.94	0	29315
ML552055	47661	90449	1.90	0	40
ML552056	46909	1411047	30.08	0	267
ML552057	40232	10646710	264.63	0	8952
ML552058	28202	5683552	201.53	0	4478
ML552059	21634	1167291	53.96	0	1674
total	395731502	14884633913	37.61	0	43764
