chrom	length	bases	mean	min	max
1	41732233	2064958312	49.48	0	21958
2	47849963	2106972386	44.03	0	21457
3	50382502	2132604514	42.33	0	22048
4	39677845	1836160162	46.28	0	23783
5	46702114	2093286005	44.82	0	22517
6	36371416	1643571349	45.19	0	27131
7	35460007	1984288621	55.96	0	31594
8	40988899	1754150112	42.80	0	24859
9	56381885	3045114627	54.01	0	24978
ML552055	47661	1181865	24.80	0	62
ML552056	46909	1957142	41.72	0	487
ML552057	40232	9013175	224.03	0	5929
ML552058	28202	4379458	155.29	0	3416
ML552059	21634	1171889	54.17	0	1350
total	395731502	18678809617	47.20	0	31594
